satellite,start_time,end_time
JASO1,2010-08-06 21:23:00,2010-08-06 21:24:00
JASO1,2010-08-09 20:37:00,2010-08-09 20:37:00
JASO1,2010-10-12 05:13:00,2010-10-12 05:14:00
JASO1,2010-12-03 04:25:00,2010-12-03 04:26:00
JASO1,2010-12-14 05:24:00,2010-12-14 05:25:00
JASO1,2011-02-24 01:18:00,2011-02-24 01:20:00
JASO1,2011-02-28 02:45:00,2011-02-28 02:46:00
JASO1,2011-03-27 19:04:00,2011-03-27 19:04:00
JASO1,2011-04-11 00:00:00,2011-04-11 00:08:00
JASO1,2011-04-14 00:10:00,2011-04-14 00:15:00
JASO1,2011-05-05 00:15:00,2011-05-05 00:16:00
JASO1,2011-07-08 03:27:00,2011-07-08 03:28:00
JASO1,2011-09-04 23:29:00,2011-09-05 02:24:00
JASO1,2011-09-05 22:52:00,2011-09-06 01:52:00
JASO1,2011-09-07 22:42:00,2011-09-08 01:36:00
JASO1,2011-09-11 22:19:00,2011-09-11 22:20:00
JASO1,2011-09-19 21:29:00,2011-09-19 21:30:00
JASO1,2011-09-28 22:45:00,2011-09-29 01:40:00
JASO1,2011-09-29 23:04:00,2011-09-30 02:04:00
JASO1,2011-10-02 22:17:00,2011-10-03 01:16:00
JASO1,2011-10-03 23:35:00,2011-10-04 02:34:00
JASO1,2011-10-04 21:07:00,2011-10-05 00:07:00
JASO1,2011-10-05 21:29:00,2011-10-06 00:28:00
JASO1,2011-10-06 21:51:00,2011-10-07 00:50:00
JASO1,2011-10-09 21:03:00,2011-10-10 00:02:00
JASO1,2011-10-10 22:21:00,2011-10-11 01:20:00
JASO1,2011-10-11 22:42:00,2011-10-12 01:42:00
JASO1,2011-10-12 23:05:00,2011-10-13 02:02:00
JASO1,2011-10-13 21:35:00,2011-10-14 00:30:00
JASO1,2011-10-16 21:28:00,2011-10-17 02:01:00
JASO1,2011-10-17 21:53:00,2011-10-18 00:05:00
JASO1,2011-10-18 23:13:00,2011-10-18 23:14:00
JASO1,2011-11-20 22:20:00,2011-11-20 22:21:00
JASO1,2012-01-18 23:41:00,2012-01-18 23:42:00
JASO1,2012-04-25 19:33:00,2012-04-25 22:32:00
JASO1,2012-04-26 19:54:00,2012-04-26 22:53:00
JASO1,2012-04-29 19:00:00,2012-04-29 21:59:00
JASO1,2012-05-01 19:41:00,2012-05-01 19:47:00
JASO1,2012-05-02 03:10:00,2012-05-02 03:16:00
JASO1,2012-05-02 20:01:00,2012-05-02 20:05:00
JASO1,2012-06-05 21:27:00,2012-06-05 21:27:00
JASO1,2012-07-09 00:19:00,2012-07-09 00:20:00
JASO1,2012-08-10 01:36:00,2012-08-10 01:37:00
JASO1,2012-10-02 23:57:00,2012-10-02 23:58:00
JASO1,2012-11-26 00:14:00,2012-11-26 00:15:00
JASO1,2013-02-13 21:53:00,2013-02-13 21:53:00
JASO1,2013-04-03 22:34:00,2013-04-03 22:35:00
JASO1,2013-06-13 22:32:00,2013-06-13 22:33:00
JASO2,2008-06-23 01:31:00,2008-06-23 04:20:00
JASO2,2008-06-25 02:08:00,2008-06-25 04:58:00
JASO2,2008-06-28 02:11:00,2008-06-28 05:03:00
JASO2,2008-06-30 18:59:00,2008-06-30 21:53:00
JASO2,2008-07-04 03:49:00,2008-07-04 06:45:00
JASO2,2008-07-04 22:32:00,2008-07-05 01:21:00
JASO2,2008-07-08 03:12:00,2008-07-08 03:12:00
JASO2,2008-08-27 16:45:00,2008-08-27 16:45:00
JASO2,2008-12-18 23:47:00,2008-12-18 23:47:00
JASO2,2009-05-05 06:27:00,2009-05-05 06:27:00
JASO2,2009-08-23 21:13:00,2009-08-23 21:13:00
JASO2,2009-12-17 15:56:00,2009-12-17 15:56:00
JASO2,2010-04-15 15:38:00,2010-04-15 15:38:00
JASO2,2010-07-25 22:03:00,2010-07-25 22:03:00
JASO2,2010-11-05 01:00:00,2010-11-05 01:00:00
JASO2,2011-02-28 21:42:00,2011-02-28 21:42:00
JASO2,2011-05-26 08:05:00,2011-05-26 08:05:00
JASO2,2011-08-28 10:00:00,2011-08-28 10:00:00
JASO2,2011-10-28 00:07:00,2011-10-28 00:07:00
JASO2,2011-12-16 03:18:00,2011-12-16 03:18:00
JASO2,2012-03-08 19:29:00,2012-03-08 19:30:00
JASO2,2012-05-21 08:42:00,2012-05-21 08:42:00
JASO2,2012-08-01 04:14:00,2012-08-01 04:14:00
JASO2,2012-10-22 19:24:00,2012-10-22 19:24:00
JASO2,2012-12-19 17:22:00,2012-12-19 17:22:00
JASO2,2013-03-07 17:21:00,2013-03-07 17:21:00
JASO2,2013-05-16 01:15:00,2013-05-16 01:15:00
JASO2,2013-08-11 17:58:00,2013-08-11 17:58:00
JASO2,2013-10-28 21:24:00,2013-10-28 21:24:00
JASO2,2013-12-18 05:54:00,2013-12-18 05:54:00
JASO2,2014-02-27 16:28:00,2014-02-27 16:28:00
JASO2,2014-04-25 08:57:00,2014-04-25 08:57:00
JASO2,2014-05-25 23:25:00,2014-05-25 23:25:00
JASO2,2014-07-10 11:48:00,2014-07-10 11:48:00
JASO2,2014-10-16 19:00:00,2014-10-16 19:00:00
JASO2,2014-12-10 05:01:00,2014-12-10 05:01:00
JASO2,2015-03-05 11:13:00,2015-03-05 11:13:00
JASO2,2015-05-19 21:22:00,2015-05-19 21:22:00
JASO2,2015-09-06 21:33:00,2015-09-06 21:33:00
JASO2,2015-11-18 21:49:00,2015-11-19 01:34:00
JASO2,2016-01-21 03:45:00,2016-01-21 03:45:00
JASO2,2016-04-26 21:02:00,2016-04-26 21:02:00
JASO2,2016-08-31 21:48:00,2016-08-31 21:48:00
JASO2,2016-10-02 13:32:00,2016-10-02 16:28:00
JASO2,2016-10-03 15:45:00,2016-10-03 18:40:00
JASO2,2016-10-11 05:01:00,2016-10-11 07:57:00
JASO2,2016-10-13 04:33:00,2016-10-13 07:29:00
JASO2,2016-10-14 10:28:00,2016-10-14 10:28:00
JASO2,2016-11-03 06:26:00,2016-11-03 06:26:00
JASO2,2017-01-29 23:14:00,2017-01-29 23:14:00
JASO2,2017-03-30 13:10:00,2017-03-30 13:10:00
JASO2,2017-06-28 05:47:00,2017-06-28 05:47:00
JASO2,2017-07-03 20:42:00,2017-07-03 21:42:00
JASO2,2017-07-04 15:26:00,2017-07-04 16:26:00
JASO2,2017-07-05 15:43:00,2017-07-05 16:47:00
JASO2,2017-07-06 16:00:00,2017-07-06 17:04:00
JASO2,2017-07-10 04:27:00,2017-07-10 04:27:00
JASO2,2017-10-13 02:02:00,2017-10-13 02:02:00
JASO2,2017-11-06 02:16:00,2017-11-06 02:16:00
JASO2,2018-02-05 00:55:00,2018-02-05 06:40:00
JASO2,2018-03-02 04:21:00,2018-03-02 04:21:00
JASO2,2018-04-06 00:55:00,2018-04-06 06:40:00
JASO2,2018-04-08 23:45:00,2018-04-09 05:30:00
JASO2,2018-04-10 02:02:00,2018-04-10 02:03:00
JASO2,2018-04-10 22:21:00,2018-04-11 05:58:00
JASO2,2018-04-11 22:35:00,2018-04-12 04:20:00
JASO2,2018-04-13 04:24:00,2018-04-13 04:25:00
JASO2,2018-04-16 21:53:00,2018-04-17 03:38:00
JASO2,2018-04-17 22:07:00,2018-04-18 03:52:00
JASO2,2018-04-19 02:03:00,2018-04-19 02:03:00
JASO2,2018-04-22 21:27:00,2018-04-23 03:08:00
JASO2,2018-06-19 20:58:00,2018-06-19 20:58:00
JASO2,2018-07-16 02:34:00,2018-07-16 02:35:00
JASO2,2018-07-18 08:37:00,2018-07-18 08:38:00
JASO2,2018-08-08 17:24:00,2018-08-08 17:24:00
JASO2,2018-09-25 00:54:00,2018-09-25 06:40:00
JASO2,2018-09-26 01:08:00,2018-09-26 06:54:00
JASO2,2018-09-27 01:25:00,2018-09-27 01:25:00
JASO2,2018-10-01 00:27:00,2018-10-01 06:12:00
JASO2,2018-10-01 22:49:00,2018-10-02 06:25:00
JASO2,2018-12-18 20:09:00,2018-12-18 20:10:00
JASO2,2019-05-22 19:58:00,2019-05-22 20:03:00
JASO2,2019-05-28 02:46:00,2019-05-28 02:51:00
JASO2,2019-06-04 06:56:00,2019-06-04 06:57:00
JASO2,2019-07-31 03:48:00,2019-07-31 03:49:00
JASO2,2019-09-10 20:51:00,2019-09-11 00:46:00
JASO2,2019-09-11 21:05:00,2019-09-12 00:59:00
JASO2,2019-09-13 01:13:00,2019-09-13 01:14:00
JASO2,2019-09-15 22:08:00,2019-09-16 02:03:00
JASO2,2019-09-16 20:33:00,2019-09-17 00:23:00
JASO2,2019-09-17 20:49:00,2019-09-18 00:35:00
JASO2,2019-09-18 21:03:00,2019-09-19 00:49:00
JASO2,2019-09-19 21:17:00,2019-09-20 01:03:00
JASO2,2019-09-22 20:07:00,2019-09-22 23:53:00
JASO2,2019-09-23 20:21:00,2019-09-24 00:07:00
JASO2,2019-09-24 18:43:00,2019-09-24 22:29:00
JASO2,2019-09-25 02:10:00,2019-09-25 05:57:00
JASO2,2019-09-25 18:57:00,2019-09-25 22:43:00
JASO2,2019-09-26 02:24:00,2019-09-26 06:11:00
JASO2,2019-09-26 19:11:00,2019-09-26 22:57:00
JASO2,2019-09-27 02:38:00,2019-09-27 06:25:00
JASO2,2019-09-29 18:01:00,2019-09-29 21:47:00
JASO2,2019-09-30 01:28:00,2019-09-30 05:15:00
JASO2,2019-09-30 18:15:00,2019-09-30 22:01:00
JASO2,2019-10-01 01:42:00,2019-10-01 05:29:00
JASO2,2019-10-01 18:29:00,2019-10-01 22:15:00
JASO2,2019-10-02 01:56:00,2019-10-02 05:43:00
JASO2,2019-10-02 18:43:00,2019-10-02 22:29:00
JASO2,2019-10-03 02:10:00,2019-10-03 05:57:00
JASO2,2019-10-03 18:57:00,2019-10-03 22:43:00
JASO2,2019-10-04 02:24:00,2019-10-04 06:11:00
JASO3,2016-01-19 22:18:00,2016-01-20 01:06:00
JASO3,2016-01-21 22:39:00,2016-01-22 01:28:00
JASO3,2016-01-28 22:45:00,2016-01-29 02:05:00
JASO3,2016-01-31 21:38:00,2016-02-01 00:32:00
JASO3,2016-02-02 03:35:00,2016-02-02 06:30:00
JASO3,2016-02-03 20:53:00,2016-02-03 23:46:00
JASO3,2016-02-04 21:04:00,2016-02-04 23:54:00
JASO3,2016-02-07 22:35:00,2016-02-08 01:31:00
JASO3,2016-02-09 23:25:00,2016-02-10 02:14:00
JASO3,2016-02-11 22:19:00,2016-02-12 01:08:00
JASO3,2016-02-23 02:46:00,2016-02-23 02:46:00
JASO3,2016-04-04 01:49:00,2016-04-04 01:49:00
JASO3,2016-05-19 20:02:00,2016-05-19 20:02:00
JASO3,2016-07-25 02:50:00,2016-07-25 02:50:00
JASO3,2016-09-14 20:52:00,2016-09-14 20:52:00
JASO3,2016-12-22 21:13:00,2016-12-22 21:13:00
JASO3,2017-04-12 23:41:00,2017-04-12 23:42:00
JASO3,2017-09-06 16:34:00,2017-09-06 16:34:00
JASO3,2017-12-12 19:36:00,2017-12-12 19:36:00
JASO3,2018-04-04 00:21:00,2018-04-04 00:21:00
JASO3,2018-08-19 17:35:00,2018-08-19 17:35:00
JASO3,2018-12-18 17:59:00,2018-12-18 17:59:00
JASO3,2019-04-14 20:33:00,2019-04-14 20:33:00
JASO3,2019-06-16 19:47:00,2019-06-16 19:47:00
JASO3,2019-08-06 18:50:00,2019-08-06 18:50:00
JASO3,2019-12-03 15:26:00,2019-12-03 15:26:00
JASO3,2020-03-12 00:10:00,2020-03-12 00:10:00
JASO3,2020-07-23 21:24:00,2020-07-23 21:25:00
JASO3,2020-10-29 20:13:00,2020-10-29 20:14:00
JASO3,2021-02-04 00:43:00,2021-02-04 00:44:00
JASO3,2021-05-05 18:07:00,2021-05-05 18:07:00
JASO3,2021-07-22 15:51:00,2021-07-22 15:52:00
JASO3,2021-11-07 22:57:00,2021-11-07 22:58:00
JASO3,2022-02-15 21:20:00,2022-02-15 21:21:00
JASO3,2022-04-07 19:38:00,2022-04-07 22:36:00
JASO3,2022-04-11 20:15:00,2022-04-11 23:13:00
JASO3,2022-04-17 22:06:00,2022-04-18 01:04:00
JASO3,2022-04-19 21:03:00,2022-04-20 00:01:00
JASO3,2022-04-21 19:59:00,2022-04-21 22:50:00
JASO3,2022-04-24 19:13:00,2022-04-24 19:14:00
JASO3,2022-06-06 08:13:00,2022-06-06 08:14:00
JASO3,2022-08-21 22:36:00,2022-08-21 22:36:00
JASO3,2022-10-10 19:45:00,2022-10-10 19:46:00
SARAL,2013-02-27 13:14:00,2013-02-27 13:19:00
SARAL,2013-02-27 14:58:00,2013-02-27 15:04:00
SARAL,2013-03-01 15:51:00,2013-03-01 15:53:00
SARAL,2013-03-02 06:03:00,2013-03-02 06:05:00
SARAL,2013-03-03 02:10:00,2013-03-03 02:12:00
SARAL,2013-03-05 01:05:00,2013-03-05 01:06:00
SARAL,2013-03-13 00:03:00,2013-03-13 00:04:00
SARAL,2013-03-23 12:14:00,2013-03-23 12:14:00
SARAL,2013-04-13 12:54:00,2013-04-13 12:54:00
SARAL,2013-05-15 12:48:00,2013-05-15 12:48:00
SARAL,2013-06-07 12:25:00,2013-06-07 12:25:00
SARAL,2013-06-24 13:31:00,2013-06-24 13:31:00
SARAL,2013-07-14 14:42:00,2013-07-14 14:42:00
SARAL,2013-07-29 00:54:00,2013-07-29 00:58:00
SARAL,2013-07-31 14:08:00,2013-07-31 14:08:00
SARAL,2013-08-07 13:48:00,2013-08-07 13:48:00
SARAL,2013-08-26 13:51:00,2013-08-26 13:51:00
SARAL,2013-10-03 13:56:00,2013-10-03 13:57:00
SARAL,2013-10-07 13:30:00,2013-10-07 13:32:00
SARAL,2013-10-09 14:08:00,2013-10-09 14:08:00
SARAL,2013-10-28 14:11:00,2013-10-28 14:11:00
SARAL,2013-11-07 13:57:00,2013-11-07 13:57:00
SARAL,2013-11-25 14:31:00,2013-11-25 14:31:00
SARAL,2013-12-12 13:56:00,2013-12-12 13:57:00
SARAL,2013-12-27 14:25:00,2013-12-27 14:25:00
SARAL,2014-01-28 12:39:00,2014-01-28 12:39:00
SARAL,2014-03-03 14:51:00,2014-03-03 14:51:00
SARAL,2014-03-26 12:47:00,2014-03-26 12:47:00
SARAL,2014-04-18 12:24:00,2014-04-18 12:24:00
SARAL,2014-05-19 14:31:00,2014-05-19 14:31:00
SARAL,2014-07-09 12:47:00,2014-07-09 12:47:00
SARAL,2014-08-13 12:47:00,2014-08-13 12:47:00
SARAL,2014-09-12 13:45:00,2014-09-12 13:45:00
SARAL,2014-10-06 12:40:00,2014-10-06 12:40:00
SARAL,2014-10-10 12:14:00,2014-10-10 12:15:00
SARAL,2014-10-16 12:27:00,2014-10-16 12:27:00
SARAL,2014-11-04 12:27:00,2014-11-04 12:27:00
SARAL,2014-11-21 13:39:00,2014-11-21 13:39:00
SARAL,2014-12-10 13:47:00,2014-12-10 13:47:00
SARAL,2014-12-26 13:44:00,2014-12-26 13:44:00
SARAL,2015-01-22 14:31:00,2015-01-22 14:31:00
SARAL,2015-02-21 13:48:00,2015-02-21 13:48:00
SARAL,2015-03-31 13:50:00,2015-03-31 13:50:00
SARAL,2015-04-09 12:28:00,2015-04-09 12:28:00
SARAL,2015-05-26 10:01:00,2015-05-26 10:02:00
SARAL,2015-05-26 12:51:00,2015-05-26 12:51:00
SARAL,2015-06-16 13:23:00,2015-06-16 13:42:00
SARAL,2015-07-08 13:32:00,2015-07-08 13:50:00
SARAL,2015-08-11 12:24:00,2015-08-11 12:43:00
SARAL,2015-08-24 12:15:00,2015-08-24 12:34:00
SARAL,2015-10-21 13:33:00,2015-10-21 13:52:00
SARAL,2015-11-12 13:41:00,2015-11-12 13:57:00
SARAL,2015-11-26 13:08:00,2015-11-26 13:24:00
SARAL,2016-01-07 14:28:00,2016-01-07 14:44:00
SARAL,2016-03-18 15:08:00,2016-03-18 15:25:00
SARAL,2016-04-07 13:18:00,2016-04-07 13:34:00
SARAL,2016-07-04 12:13:00,2016-07-04 12:31:00
SARAL,2017-12-02 12:32:00,2017-12-02 12:48:00
SARAL,2019-06-01 13:29:00,2019-06-01 13:46:00
SARAL,2021-11-20 12:18:00,2021-11-20 12:18:00
SARAL,2022-04-18 11:08:00,2022-04-18 11:28:00
SARAL,2022-09-21 11:46:00,2022-09-21 11:46:00
SEN3A,2016-02-22 09:30:00,2016-02-22 12:11:00
SEN3A,2016-02-23 10:45:00,2016-02-23 13:24:00
SEN3A,2016-02-24 19:29:00,2016-02-24 19:32:00
SEN3A,2016-02-26 09:27:00,2016-02-26 12:08:00
SEN3A,2016-03-02 12:59:00,2016-03-02 15:33:00
SEN3A,2016-03-07 12:21:00,2016-03-07 12:22:00
SEN3A,2016-03-21 11:16:00,2016-03-21 11:20:00
SEN3A,2016-03-23 13:27:00,2016-03-23 13:27:00
SEN3A,2016-04-13 09:11:00,2016-04-13 10:52:00
SEN3A,2016-04-19 12:03:00,2016-04-19 12:10:00
SEN3A,2016-06-02 11:14:00,2016-06-02 11:14:00
SEN3A,2016-07-21 12:45:00,2016-07-21 12:45:00
SEN3A,2016-08-31 07:25:00,2016-08-31 07:34:00
SEN3A,2016-09-22 07:59:00,2016-09-22 07:59:00
SEN3A,2016-11-01 12:05:00,2016-11-01 12:05:00
SEN3A,2016-12-01 08:00:00,2016-12-01 08:00:00
SEN3A,2016-12-14 08:46:00,2016-12-14 08:58:00
SEN3A,2017-02-23 09:40:00,2017-02-23 09:40:00
SEN3A,2017-03-15 07:42:00,2017-03-15 07:54:00
SEN3A,2017-04-27 10:58:00,2017-04-27 10:58:00
SEN3A,2017-05-23 14:35:00,2017-05-23 14:35:00
SEN3A,2017-07-12 09:45:00,2017-07-12 09:45:00
SEN3A,2017-09-06 10:26:00,2017-09-06 10:39:00
SEN3A,2017-09-27 08:08:00,2017-09-27 08:08:00
SEN3A,2017-11-29 09:20:00,2017-11-29 09:20:00
SEN3A,2017-12-13 08:09:00,2017-12-13 08:20:00
SEN3A,2018-02-28 10:05:00,2018-02-28 10:05:00
SEN3A,2018-03-14 08:46:00,2018-03-14 08:59:00
SEN3A,2018-05-24 08:12:00,2018-05-24 08:12:00
SEN3A,2018-08-01 08:15:00,2018-08-01 08:15:00
SEN3A,2018-08-29 07:48:00,2018-08-29 08:01:00
SEN3A,2018-11-28 13:45:00,2018-11-28 13:45:00
SEN3A,2018-12-19 09:31:00,2018-12-19 09:43:00
SEN3A,2019-02-27 09:15:00,2019-02-27 09:15:00
SEN3A,2019-03-13 08:08:00,2019-03-13 08:22:00
SEN3A,2019-06-13 08:23:00,2019-06-13 08:23:00
SEN3A,2019-08-28 12:12:00,2019-08-28 12:25:00
SEN3A,2019-11-27 08:05:00,2019-11-27 08:05:00
SEN3A,2019-12-11 11:57:00,2019-12-11 12:11:00
SEN3A,2020-03-11 09:11:00,2020-03-11 09:26:00
SEN3A,2020-06-17 10:13:00,2020-06-17 10:13:00
SEN3A,2020-09-02 08:34:00,2020-09-02 08:47:00
SEN3A,2020-12-02 07:47:00,2020-12-02 07:47:00
SEN3A,2020-12-16 11:39:00,2020-12-16 11:55:00
SEN3A,2021-01-27 08:23:00,2021-01-27 08:23:00
SEN3A,2021-03-17 07:11:00,2021-03-17 07:26:00
SEN3A,2021-06-01 09:30:00,2021-06-01 09:30:00
SEN3A,2021-08-10 09:15:00,2021-08-10 09:15:00
SEN3A,2021-09-08 06:33:00,2021-09-08 06:48:00
SEN3A,2021-11-04 07:10:00,2021-11-04 07:10:00
SEN3A,2021-11-30 02:42:00,2021-11-30 02:42:00
SEN3A,2021-12-03 02:55:00,2021-12-03 02:56:00
SEN3A,2021-12-07 03:00:00,2021-12-07 03:01:00
SEN3A,2021-12-15 07:39:00,2021-12-15 07:53:00
SEN3A,2022-01-07 00:09:00,2022-01-07 02:12:00
SEN3A,2022-01-19 07:30:00,2022-01-19 07:30:00
SEN3A,2022-02-23 07:38:00,2022-02-23 07:38:00
SEN3A,2022-03-13 14:37:00,2022-03-13 14:52:00
SEN3A,2022-04-13 07:56:00,2022-04-13 07:56:00
SEN3A,2022-05-18 06:08:00,2022-05-18 06:08:00
SEN3A,2022-06-14 09:30:00,2022-06-14 09:30:00
SEN3A,2022-07-21 06:41:00,2022-07-21 06:41:00
SEN3A,2022-08-25 08:13:00,2022-08-25 08:28:00
SEN3A,2022-10-06 07:00:00,2022-10-06 07:00:00
SEN3B,2018-04-30 09:20:00,2018-04-30 11:44:00
SEN3B,2018-05-01 11:19:00,2018-05-01 13:57:00
SEN3B,2018-05-02 15:08:00,2018-05-02 15:17:00
SEN3B,2018-05-04 10:36:00,2018-05-04 10:37:00
SEN3B,2018-05-08 09:25:00,2018-05-08 11:19:00
SEN3B,2018-05-10 11:31:00,2018-05-10 11:40:00
SEN3B,2018-05-24 13:02:00,2018-05-24 13:13:00
SEN3B,2018-05-29 05:04:00,2018-05-29 05:15:00
SEN3B,2018-05-30 13:06:00,2018-05-30 13:14:00
SEN3B,2018-06-05 04:32:00,2018-06-05 06:17:00
SEN3B,2018-06-06 14:31:00,2018-06-06 14:32:00
SEN3B,2018-08-10 07:31:00,2018-08-10 07:31:00
SEN3B,2018-08-23 04:21:00,2018-08-23 06:02:00
SEN3B,2018-08-30 09:03:00,2018-08-30 09:15:00
SEN3B,2018-10-15 03:00:00,2018-10-15 03:01:00
SEN3B,2018-10-16 10:45:00,2018-10-16 10:49:00
SEN3B,2018-10-24 09:07:00,2018-10-24 09:17:00
SEN3B,2018-10-29 15:14:00,2018-10-29 15:14:00
SEN3B,2018-11-04 10:38:00,2018-11-04 12:19:00
SEN3B,2018-11-20 13:06:00,2018-11-20 14:59:00
SEN3B,2018-11-20 16:28:00,2018-11-20 16:40:00
SEN3B,2018-11-22 20:04:00,2018-11-22 20:07:00
SEN3B,2018-11-23 20:23:00,2018-11-23 20:27:00
SEN3B,2018-11-27 08:32:00,2018-11-27 08:33:00
SEN3B,2018-12-12 13:36:00,2018-12-12 13:45:00
SEN3B,2019-02-13 09:38:00,2019-02-13 09:48:00
SEN3B,2019-06-05 07:50:00,2019-06-05 07:50:00
SEN3B,2019-06-19 06:46:00,2019-06-19 06:55:00
SEN3B,2019-08-28 09:57:00,2019-08-28 09:57:00
SEN3B,2019-10-10 17:44:00,2019-10-10 19:26:00
SEN3B,2019-10-16 07:02:00,2019-10-16 07:16:00
SEN3B,2019-12-18 08:23:00,2019-12-18 08:23:00
SEN3B,2020-02-05 08:42:00,2020-02-05 08:54:00
SEN3B,2020-04-08 11:29:00,2020-04-08 11:40:00
SEN3B,2020-05-27 07:04:00,2020-05-27 07:04:00
SEN3B,2020-07-29 08:03:00,2020-07-29 08:03:00
SEN3B,2020-10-07 09:28:00,2020-10-07 09:42:00
SEN3B,2020-12-16 07:54:00,2020-12-16 07:54:00
SEN3B,2021-01-13 08:50:00,2021-01-13 08:50:00
SEN3B,2021-02-03 08:05:00,2021-02-03 08:18:00
SEN3B,2021-04-14 11:07:00,2021-04-14 11:21:00
SEN3B,2021-05-19 09:30:00,2021-05-19 09:30:00
SEN3B,2021-07-21 07:10:00,2021-07-21 07:10:00
SEN3B,2021-09-29 08:40:00,2021-09-29 08:40:00
SEN3B,2021-10-20 12:51:00,2021-10-20 13:05:00
SEN3B,2021-12-01 08:20:00,2021-12-01 08:20:00
SEN3B,2022-01-12 08:23:00,2022-01-12 08:23:00
SEN3B,2022-02-02 07:28:00,2022-02-02 07:41:00
SEN3B,2022-03-16 07:44:00,2022-03-16 07:44:00
SEN3B,2022-04-06 08:31:00,2022-04-06 08:45:00
SEN3B,2022-04-27 09:30:00,2022-04-27 09:30:00
SEN3B,2022-05-24 07:50:00,2022-05-24 07:50:00
SEN3B,2022-06-29 08:53:00,2022-06-29 08:53:00
SEN3B,2022-08-09 08:00:00,2022-08-09 08:00:00
SEN3B,2022-09-21 07:45:00,2022-09-21 07:45:00
SEN3B,2022-10-06 07:47:00,2022-10-06 08:02:00
SEN6A,2020-11-23 02:38:00,2020-11-23 02:38:00
SEN6A,2020-11-23 09:50:00,2020-11-23 09:58:00
SEN6A,2020-11-24 01:38:00,2020-11-24 01:42:00
SEN6A,2020-11-27 05:22:00,2020-11-27 05:25:00
SEN6A,2020-12-10 05:01:00,2020-12-10 05:08:00
SEN6A,2020-12-14 05:15:00,2020-12-14 05:24:00
SEN6A,2020-12-16 06:27:00,2020-12-16 06:28:00
SEN6A,2020-12-18 00:38:00,2020-12-18 00:39:00
SEN6A,2021-02-18 01:45:00,2021-02-18 01:45:00
SEN6A,2021-04-27 07:42:00,2021-04-27 07:50:00
SEN6A,2021-04-27 08:10:00,2021-04-27 08:10:00
SEN6A,2021-04-29 00:55:00,2021-04-29 00:55:00
SEN6A,2021-04-30 10:39:00,2021-04-30 10:39:00
SEN6A,2021-08-16 00:21:00,2021-08-16 00:21:00
SEN6A,2021-11-25 03:00:00,2021-11-25 03:00:00
SEN6A,2022-03-08 03:00:00,2022-03-08 03:00:00
SEN6A,2022-06-22 07:30:00,2022-06-22 07:30:00
SEN6A,2022-10-13 06:50:00,2022-10-13 06:50:00
SPOT2,1992-09-02 23:48:00,1992-09-03 00:42:00
SPOT2,1992-10-08 23:56:00,1992-10-09 00:50:00
SPOT2,1992-11-19 23:48:00,1992-11-20 00:42:00
SPOT2,1992-12-23 00:54:00,1992-12-23 01:48:00
